Year,Month,YearMonth,Port1,Port2,Route,$Value,$Real
2013,4,201304,Cairns,Sydney,Cairns - Sydney,318,438.0233463
2013,4,201304,Cairns,Townsville,Cairns - Townsville,174,239.6731518
2013,4,201304,Canberra,Melbourne,Canberra - Melbourne,234,322.3190661
2013,4,201304,Canberra,Sydney,Canberra - Sydney,186,256.2023346
2013,4,201304,Coffs Harbour,Sydney,Coffs Harbour - Sydney,59.9,82.50817121
2013,4,201304,Darwin,Melbourne,Darwin - Melbourne,424,584.0311284
2013,4,201304,Darwin,Perth,Darwin - Perth,514,708
2013,4,201304,Darwin,Sydney,Darwin - Sydney,328,451.7976654
2013,4,201304,Devonport,Melbourne,Devonport - Melbourne,253,348.4902724
2013,4,201304,Dubbo,Sydney,Dubbo - Sydney,273,376.0389105
2013,4,201304,Geraldton,Perth,Geraldton - Perth,370,509.6498054
2013,4,201304,Gold Coast,Sydney,Gold Coast - Sydney,138,190.0856031
2013,4,201304,Hamilton Island,Sydney,Hamilton Island - Sydney,468,644.6381323
2013,4,201304,Hobart,Melbourne,Hobart - Melbourne,59.9,82.50817121
2013,4,201304,Hobart,Sydney,Hobart - Sydney,218,300.2801556
2013,4,201304,Kalgoorlie,Perth,Kalgoorlie - Perth,397,546.8404669
2013,4,201304,Karratha,Perth,Karratha - Perth,486,669.4319066
2013,4,201304,Launceston,Melbourne,Launceston - Melbourne,108,148.7626459
2013,4,201304,Launceston,Sydney,Launceston - Sydney,198,272.7315175
2013,4,201304,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,139.9,192.7027237
2013,4,201304,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,245.1828794
2013,4,201304,Melbourne,Gold Coast,Melbourne - Gold Coast,149.9,206.4770428
2013,4,201304,Melbourne,Mildura,Melbourne - Mildura,200,275.4863813
2013,4,201304,Melbourne,Perth,Melbourne - Perth,304.9,419.9789883
2013,4,201304,Melbourne,Sydney,Melbourne - Sydney,94.9,130.7182879
2013,4,201304,Melbourne,Newcastle,Melbourne - Newcastle,148,203.8599222
2013,4,201304,Paraburdoo,Perth,Paraburdoo - Perth,686,944.9182879
2013,4,201304,Perth,Newman,Perth - Newman,704,969.7120623
2013,4,201304,Perth,Port Hedland,Perth - Port Hedland,534,735.5486381
2013,4,201304,Perth,Sydney,Perth - Sydney,424,584.0311284
2013,4,201304,Port Macquarie,Sydney,Port Macquarie - Sydney,186,256.2023346
2013,4,201304,Sydney,Tamworth,Sydney - Tamworth,178,245.1828794
2013,4,201304,Sydney,Townsville,Sydney - Townsville,290,399.4552529
2013,4,201304,Sydney,Wagga Wagga,Sydney - Wagga Wagga,267,367.7743191
2013,4,201304,Newcastle,Gold Coast,Newcastle - Gold Coast,128,176.311284
2013,5,201305,Adelaide,Brisbane,Adelaide - Brisbane,218,300.2801556
2013,5,201305,Adelaide,Canberra,Adelaide - Canberra,283,389.8132296
2013,5,201305,Adelaide,Darwin,Adelaide - Darwin,498,685.9610895
2013,5,201305,Adelaide,Gold Coast,Adelaide - Gold Coast,238,327.8287938
2013,5,201305,Adelaide,Melbourne,Adelaide - Melbourne,99.9,137.6054475
2013,5,201305,Adelaide,Perth,Adelaide - Perth,238,327.8287938
2013,5,201305,Adelaide,Port Lincoln,Adelaide - Port Lincoln,198,272.7315175
2013,5,201305,Adelaide,Sydney,Adelaide - Sydney,138,190.0856031
2013,5,201305,Albury,Sydney,Albury - Sydney,169,232.7859922
2013,5,201305,Alice Springs,Darwin,Alice Springs - Darwin,644,887.0661479
2013,5,201305,Armidale,Sydney,Armidale - Sydney,249,342.9805447
2013,5,201305,Avalon,Brisbane,Avalon - Brisbane,208,286.5058366
2013,5,201305,Avalon,Sydney,Avalon - Sydney,74,101.9299611
2013,5,201305,Ayers Rock,Sydney,Ayers Rock - Sydney,553,761.7198444
2013,5,201305,Ballina,Sydney,Ballina - Sydney,98,134.9883268
2013,5,201305,Brisbane,Cairns,Brisbane - Cairns,198,272.7315175
2013,5,201305,Brisbane,Canberra,Brisbane - Canberra,273,376.0389105
2013,5,201305,Brisbane,Darwin,Brisbane - Darwin,303,417.3618677
2013,5,201305,Brisbane,Emerald,Brisbane - Emerald,288,396.7003891
2013,5,201305,Brisbane,Gladstone,Brisbane - Gladstone,198,272.7315175
2013,5,201305,Brisbane,Hamilton Island,Brisbane - Hamilton Island,148,203.8599222
2013,5,201305,Brisbane,Mackay,Brisbane - Mackay,118,162.536965
2013,5,201305,Brisbane,Melbourne,Brisbane - Melbourne,169.9,234.0256809
2013,5,201305,Brisbane,Moranbah,Brisbane - Moranbah,319,439.4007782
2013,5,201305,Brisbane,Mount Isa,Brisbane - Mount Isa,638,878.8015564
2013,5,201305,Brisbane,Perth,Brisbane - Perth,378,520.6692607
2013,5,201305,Brisbane,Proserpine,Brisbane - Proserpine,138,190.0856031
2013,5,201305,Brisbane,Rockhampton,Brisbane - Rockhampton,153,210.7470817
2013,5,201305,Brisbane,Roma,Brisbane - Roma,395,544.0856031
2013,5,201305,Brisbane,Sydney,Brisbane - Sydney,129.9,178.9284047
2013,5,201305,Brisbane,Townsville,Brisbane - Townsville,218,300.2801556
2013,5,201305,Brisbane,Newcastle,Brisbane - Newcastle,118,162.536965
2013,5,201305,Broome,Perth,Broome - Perth,447,615.7120623
2013,5,201305,Bundaberg,Brisbane,Bundaberg - Brisbane,218,300.2801556
2013,5,201305,Cairns,Gold Coast,Cairns - Gold Coast,248,341.6031128
2013,5,201305,Cairns,Melbourne,Cairns - Melbourne,269.9,371.7688716
2013,5,201305,Cairns,Sydney,Cairns - Sydney,258,355.3774319
2013,5,201305,Cairns,Townsville,Cairns - Townsville,193,265.844358
2013,5,201305,Canberra,Melbourne,Canberra - Melbourne,243,334.7159533
2013,5,201305,Canberra,Sydney,Canberra - Sydney,183,252.0700389
2013,5,201305,Coffs Harbour,Sydney,Coffs Harbour - Sydney,99.9,137.6054475
2013,5,201305,Darwin,Melbourne,Darwin - Melbourne,397.9,548.0801556
2013,5,201305,Darwin,Perth,Darwin - Perth,710.88,979.1887938
2013,5,201305,Darwin,Sydney,Darwin - Sydney,338,465.5719844
2013,5,201305,Devonport,Melbourne,Devonport - Melbourne,253,348.4902724
2013,5,201305,Dubbo,Sydney,Dubbo - Sydney,273,376.0389105
2013,5,201305,Geraldton,Perth,Geraldton - Perth,277.72,382.5403891
2013,5,201305,Gold Coast,Sydney,Gold Coast - Sydney,89.9,123.8311284
2013,5,201305,Hamilton Island,Sydney,Hamilton Island - Sydney,248,341.6031128
2013,5,201305,Hobart,Melbourne,Hobart - Melbourne,98,134.9883268
2013,5,201305,Hobart,Sydney,Hobart - Sydney,138,190.0856031
2013,5,201305,Kalgoorlie,Perth,Kalgoorlie - Perth,405.88,559.0720623
2013,5,201305,Karratha,Perth,Karratha - Perth,486,669.4319066
2013,5,201305,Launceston,Melbourne,Launceston - Melbourne,118,162.536965
2013,5,201305,Launceston,Sydney,Launceston - Sydney,138,190.0856031
2013,5,201305,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,159.9,220.2513619
2013,5,201305,Sunshine Coast,Sydney,Sunshine Coast - Sydney,114,157.0272374
2013,5,201305,Melbourne,Gold Coast,Melbourne - Gold Coast,159.9,220.2513619
2013,5,201305,Melbourne,Mildura,Melbourne - Mildura,187,257.5797665
2013,5,201305,Melbourne,Perth,Melbourne - Perth,239.9,330.4459144
2013,5,201305,Melbourne,Sydney,Melbourne - Sydney,109.9,151.3797665
2013,5,201305,Melbourne,Newcastle,Melbourne - Newcastle,134,184.5758755
2013,5,201305,Paraburdoo,Perth,Paraburdoo - Perth,722,994.5058366
2013,5,201305,Perth,Newman,Perth - Newman,518,713.5097276
2013,5,201305,Perth,Port Hedland,Perth - Port Hedland,457,629.4863813
2013,5,201305,Perth,Sydney,Perth - Sydney,448,617.0894942
2013,5,201305,Port Macquarie,Sydney,Port Macquarie - Sydney,199,274.1089494
2013,5,201305,Sydney,Tamworth,Sydney - Tamworth,249,342.9805447
2013,5,201305,Sydney,Townsville,Sydney - Townsville,260,358.1322957
2013,5,201305,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,314.2197665
2013,5,201305,Newcastle,Gold Coast,Newcastle - Gold Coast,148,203.8599222
2013,6,201306,Adelaide,Brisbane,Adelaide - Brisbane,258,355.3774319
2013,6,201306,Adelaide,Canberra,Adelaide - Canberra,330,454.5525292
2013,6,201306,Adelaide,Darwin,Adelaide - Darwin,868,1195.610895
2013,6,201306,Adelaide,Gold Coast,Adelaide - Gold Coast,368,506.8949416
2013,6,201306,Adelaide,Melbourne,Adelaide - Melbourne,89.9,123.8311284
2013,6,201306,Adelaide,Perth,Adelaide - Perth,318,438.0233463
2013,6,201306,Adelaide,Port Lincoln,Adelaide - Port Lincoln,217.69,299.8531518
2013,6,201306,Adelaide,Sydney,Adelaide - Sydney,188,258.9571984
2013,6,201306,Albury,Sydney,Albury - Sydney,190,261.7120623
2013,6,201306,Alice Springs,Darwin,Alice Springs - Darwin,684,942.1634241
2013,6,201306,Armidale,Sydney,Armidale - Sydney,298,410.4747082
2013,6,201306,Avalon,Brisbane,Avalon - Brisbane,258,355.3774319
2013,6,201306,Avalon,Sydney,Avalon - Sydney,98,134.9883268
2013,6,201306,Ayers Rock,Sydney,Ayers Rock - Sydney,638,878.8015564
2013,6,201306,Ballina,Sydney,Ballina - Sydney,98,134.9883268
2013,6,201306,Brisbane,Cairns,Brisbane - Cairns,248,341.6031128
2013,6,201306,Brisbane,Canberra,Brisbane - Canberra,310,427.0038911
2013,6,201306,Brisbane,Darwin,Brisbane - Darwin,540,743.8132296
2013,6,201306,Brisbane,Emerald,Brisbane - Emerald,220,303.0350195
2013,6,201306,Brisbane,Gladstone,Brisbane - Gladstone,198,272.7315175
2013,6,201306,Brisbane,Hamilton Island,Brisbane - Hamilton Island,224,308.5447471
2013,6,201306,Brisbane,Mackay,Brisbane - Mackay,168,231.4085603
2013,6,201306,Brisbane,Melbourne,Brisbane - Melbourne,169.9,234.0256809
2013,6,201306,Brisbane,Moranbah,Brisbane - Moranbah,319,439.4007782
2013,6,201306,Brisbane,Mount Isa,Brisbane - Mount Isa,664,914.614786
2013,6,201306,Brisbane,Perth,Brisbane - Perth,398,548.2178988
2013,6,201306,Brisbane,Proserpine,Brisbane - Proserpine,188,258.9571984
2013,6,201306,Brisbane,Rockhampton,Brisbane - Rockhampton,170,234.1634241
2013,6,201306,Brisbane,Roma,Brisbane - Roma,395,544.0856031
2013,6,201306,Brisbane,Sydney,Brisbane - Sydney,138,190.0856031
2013,6,201306,Brisbane,Townsville,Brisbane - Townsville,308,424.2490272
2013,6,201306,Brisbane,Newcastle,Brisbane - Newcastle,158,217.6342412
2013,6,201306,Broome,Perth,Broome - Perth,524.85,722.9451362
2013,6,201306,Bundaberg,Brisbane,Bundaberg - Brisbane,218,300.2801556
2013,6,201306,Cairns,Gold Coast,Cairns - Gold Coast,188,258.9571984
2013,6,201306,Cairns,Melbourne,Cairns - Melbourne,314.9,433.7533074
2013,6,201306,Cairns,Sydney,Cairns - Sydney,234.9,323.5587549
2013,6,201306,Cairns,Townsville,Cairns - Townsville,198,272.7315175
2013,6,201306,Canberra,Melbourne,Canberra - Melbourne,258,355.3774319
2013,6,201306,Canberra,Sydney,Canberra - Sydney,210.01,289.2744747
2013,6,201306,Coffs Harbour,Sydney,Coffs Harbour - Sydney,69.9,96.28249027
2013,6,201306,Darwin,Melbourne,Darwin - Melbourne,438,603.3151751
2013,6,201306,Darwin,Perth,Darwin - Perth,618,851.2529183
2013,6,201306,Darwin,Sydney,Darwin - Sydney,418,575.766537
2013,6,201306,Devonport,Melbourne,Devonport - Melbourne,317,436.6459144
2013,6,201306,Dubbo,Sydney,Dubbo - Sydney,273,376.0389105
2013,6,201306,Geraldton,Perth,Geraldton - Perth,350,482.1011673
2013,6,201306,Gold Coast,Sydney,Gold Coast - Sydney,89.9,123.8311284
2013,6,201306,Hamilton Island,Sydney,Hamilton Island - Sydney,298,410.4747082
2013,6,201306,Hobart,Melbourne,Hobart - Melbourne,89.9,123.8311284
2013,6,201306,Hobart,Sydney,Hobart - Sydney,188,258.9571984
2013,6,201306,Kalgoorlie,Perth,Kalgoorlie - Perth,368,506.8949416
2013,6,201306,Karratha,Perth,Karratha - Perth,608,837.4785992
2013,6,201306,Launceston,Melbourne,Launceston - Melbourne,118,162.536965
2013,6,201306,Launceston,Sydney,Launceston - Sydney,128,176.311284
2013,6,201306,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,139.9,192.7027237
2013,6,201306,Sunshine Coast,Sydney,Sunshine Coast - Sydney,128,176.311284
2013,6,201306,Melbourne,Gold Coast,Melbourne - Gold Coast,179.9,247.8
2013,6,201306,Melbourne,Mildura,Melbourne - Mildura,198,272.7315175
2013,6,201306,Melbourne,Perth,Melbourne - Perth,299.9,413.0918288
2013,6,201306,Melbourne,Sydney,Melbourne - Sydney,109.9,151.3797665
2013,6,201306,Melbourne,Newcastle,Melbourne - Newcastle,118,162.536965
2013,6,201306,Paraburdoo,Perth,Paraburdoo - Perth,722,994.5058366
2013,6,201306,Perth,Newman,Perth - Newman,618,851.2529183
2013,6,201306,Perth,Port Hedland,Perth - Port Hedland,600,826.459144
2013,6,201306,Perth,Sydney,Perth - Sydney,448,617.0894942
2013,6,201306,Port Macquarie,Sydney,Port Macquarie - Sydney,210,289.2607004
2013,6,201306,Sydney,Tamworth,Sydney - Tamworth,250,344.3579767
2013,6,201306,Sydney,Townsville,Sydney - Townsville,354,487.6108949
2013,6,201306,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,314.2197665
2013,6,201306,Newcastle,Gold Coast,Newcastle - Gold Coast,118,162.536965
2013,7,201307,Adelaide,Brisbane,Adelaide - Brisbane,258,351.2769231
2013,7,201307,Adelaide,Canberra,Adelaide - Canberra,304,413.9076923
2013,7,201307,Adelaide,Darwin,Adelaide - Darwin,618,841.4307692
2013,7,201307,Adelaide,Gold Coast,Adelaide - Gold Coast,264,359.4461538
2013,7,201307,Adelaide,Melbourne,Adelaide - Melbourne,104.9,142.8253846
2013,7,201307,Adelaide,Perth,Adelaide - Perth,248,337.6615385
2013,7,201307,Adelaide,Port Lincoln,Adelaide - Port Lincoln,217.69,296.3933077
2013,7,201307,Adelaide,Sydney,Adelaide - Sydney,178,242.3538462
2013,7,201307,Albury,Sydney,Albury - Sydney,174,236.9076923
2013,7,201307,Alice Springs,Darwin,Alice Springs - Darwin,582,792.4153846
2013,7,201307,Armidale,Sydney,Armidale - Sydney,300,408.4615385
2013,7,201307,Avalon,Brisbane,Avalon - Brisbane,248,337.6615385
2013,7,201307,Avalon,Sydney,Avalon - Sydney,178,242.3538462
2013,7,201307,Ayers Rock,Sydney,Ayers Rock - Sydney,748,1018.430769
2013,7,201307,Ballina,Sydney,Ballina - Sydney,98,133.4307692
2013,7,201307,Brisbane,Cairns,Brisbane - Cairns,188,255.9692308
2013,7,201307,Brisbane,Canberra,Brisbane - Canberra,230,313.1538462
2013,7,201307,Brisbane,Darwin,Brisbane - Darwin,474,645.3692308
2013,7,201307,Brisbane,Emerald,Brisbane - Emerald,224,304.9846154
2013,7,201307,Brisbane,Gladstone,Brisbane - Gladstone,160,217.8461538
2013,7,201307,Brisbane,Hamilton Island,Brisbane - Hamilton Island,178,242.3538462
2013,7,201307,Brisbane,Mackay,Brisbane - Mackay,114,155.2153846
2013,7,201307,Brisbane,Melbourne,Brisbane - Melbourne,149.9,204.0946154
2013,7,201307,Brisbane,Moranbah,Brisbane - Moranbah,299,407.1
2013,7,201307,Brisbane,Mount Isa,Brisbane - Mount Isa,578,786.9692308
2013,7,201307,Brisbane,Perth,Brisbane - Perth,524,713.4461538
2013,7,201307,Brisbane,Proserpine,Brisbane - Proserpine,118,160.6615385
2013,7,201307,Brisbane,Rockhampton,Brisbane - Rockhampton,154,209.6769231
2013,7,201307,Brisbane,Roma,Brisbane - Roma,395,537.8076923
2013,7,201307,Brisbane,Sydney,Brisbane - Sydney,114.9,156.4407692
2013,7,201307,Brisbane,Townsville,Brisbane - Townsville,283,385.3153846
2013,7,201307,Brisbane,Newcastle,Brisbane - Newcastle,108,147.0461538
2013,7,201307,Broome,Perth,Broome - Perth,572,778.8
2013,7,201307,Bundaberg,Brisbane,Bundaberg - Brisbane,251,341.7461538
2013,7,201307,Cairns,Gold Coast,Cairns - Gold Coast,208,283.2
2013,7,201307,Cairns,Melbourne,Cairns - Melbourne,269.9,367.4792308
2013,7,201307,Cairns,Sydney,Cairns - Sydney,199.9,272.1715385
2013,7,201307,Cairns,Townsville,Cairns - Townsville,178,242.3538462
2013,7,201307,Canberra,Melbourne,Canberra - Melbourne,198,269.5846154
2013,7,201307,Canberra,Sydney,Canberra - Sydney,158,215.1230769
2013,7,201307,Coffs Harbour,Sydney,Coffs Harbour - Sydney,84.9,115.5946154
2013,7,201307,Darwin,Melbourne,Darwin - Melbourne,518,705.2769231
2013,7,201307,Darwin,Perth,Darwin - Perth,558,759.7384615
2013,7,201307,Darwin,Sydney,Darwin - Sydney,448,609.9692308
2013,7,201307,Devonport,Melbourne,Devonport - Melbourne,320,435.6923077
2013,7,201307,Dubbo,Sydney,Dubbo - Sydney,273.59,372.5033077
2013,7,201307,Geraldton,Perth,Geraldton - Perth,310,422.0769231
2013,7,201307,Gold Coast,Sydney,Gold Coast - Sydney,98,133.4307692
2013,7,201307,Hamilton Island,Sydney,Hamilton Island - Sydney,278,378.5076923
2013,7,201307,Hobart,Melbourne,Hobart - Melbourne,78,106.2
2013,7,201307,Hobart,Sydney,Hobart - Sydney,138,187.8923077
2013,7,201307,Kalgoorlie,Perth,Kalgoorlie - Perth,318,432.9692308
2013,7,201307,Karratha,Perth,Karratha - Perth,534,727.0615385
2013,7,201307,Launceston,Melbourne,Launceston - Melbourne,114,155.2153846
2013,7,201307,Launceston,Sydney,Launceston - Sydney,128,174.2769231
2013,7,201307,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,169.9,231.3253846
2013,7,201307,Sunshine Coast,Sydney,Sunshine Coast - Sydney,134,182.4461538
2013,7,201307,Melbourne,Gold Coast,Melbourne - Gold Coast,214.9,292.5946154
2013,7,201307,Melbourne,Mildura,Melbourne - Mildura,205,279.1153846
2013,7,201307,Melbourne,Perth,Melbourne - Perth,284.9,387.9023077
2013,7,201307,Melbourne,Sydney,Melbourne - Sydney,214.9,292.5946154
2013,7,201307,Melbourne,Newcastle,Melbourne - Newcastle,174,236.9076923
2013,7,201307,Paraburdoo,Perth,Paraburdoo - Perth,566,770.6307692
2013,7,201307,Perth,Newman,Perth - Newman,524,713.4461538
2013,7,201307,Perth,Port Hedland,Perth - Port Hedland,494,672.6
2013,7,201307,Perth,Sydney,Perth - Sydney,434,590.9076923
2013,7,201307,Port Macquarie,Sydney,Port Macquarie - Sydney,194,264.1384615
2013,7,201307,Sydney,Tamworth,Sydney - Tamworth,253,344.4692308
2013,7,201307,Sydney,Townsville,Sydney - Townsville,354,481.9846154
2013,7,201307,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,310.5941538
2013,7,201307,Newcastle,Gold Coast,Newcastle - Gold Coast,158,215.1230769
2013,8,201308,Adelaide,Brisbane,Adelaide - Brisbane,238,324.0461538
2013,8,201308,Adelaide,Canberra,Adelaide - Canberra,364,495.6
2013,8,201308,Adelaide,Darwin,Adelaide - Darwin,328,446.5846154
2013,8,201308,Adelaide,Gold Coast,Adelaide - Gold Coast,288,392.1230769
2013,8,201308,Adelaide,Melbourne,Adelaide - Melbourne,99.9,136.0176923
2013,8,201308,Adelaide,Perth,Adelaide - Perth,308,419.3538462
2013,8,201308,Adelaide,Port Lincoln,Adelaide - Port Lincoln,217.69,296.3933077
2013,8,201308,Adelaide,Sydney,Adelaide - Sydney,178,242.3538462
2013,8,201308,Albury,Sydney,Albury - Sydney,190,258.6923077
2013,8,201308,Alice Springs,Darwin,Alice Springs - Darwin,622,846.8769231
2013,8,201308,Armidale,Sydney,Armidale - Sydney,357,486.0692308
2013,8,201308,Avalon,Brisbane,Avalon - Brisbane,198,269.5846154
2013,8,201308,Avalon,Sydney,Avalon - Sydney,78,106.2
2013,8,201308,Ayers Rock,Sydney,Ayers Rock - Sydney,478,650.8153846
2013,8,201308,Ballina,Sydney,Ballina - Sydney,128,174.2769231
2013,8,201308,Brisbane,Cairns,Brisbane - Cairns,208,283.2
2013,8,201308,Brisbane,Canberra,Brisbane - Canberra,304,413.9076923
2013,8,201308,Brisbane,Darwin,Brisbane - Darwin,428,582.7384615
2013,8,201308,Brisbane,Emerald,Brisbane - Emerald,200,272.3076923
2013,8,201308,Brisbane,Gladstone,Brisbane - Gladstone,184,250.5230769
2013,8,201308,Brisbane,Hamilton Island,Brisbane - Hamilton Island,244,332.2153846
2013,8,201308,Brisbane,Mackay,Brisbane - Mackay,158,215.1230769
2013,8,201308,Brisbane,Melbourne,Brisbane - Melbourne,144.9,197.2869231
2013,8,201308,Brisbane,Moranbah,Brisbane - Moranbah,319,434.3307692
2013,8,201308,Brisbane,Mount Isa,Brisbane - Mount Isa,638,868.6615385
2013,8,201308,Brisbane,Perth,Brisbane - Perth,468,637.2
2013,8,201308,Brisbane,Proserpine,Brisbane - Proserpine,210.01,285.9366923
2013,8,201308,Brisbane,Rockhampton,Brisbane - Rockhampton,170,231.4615385
2013,8,201308,Brisbane,Roma,Brisbane - Roma,305,415.2692308
2013,8,201308,Brisbane,Sydney,Brisbane - Sydney,119.9,163.2484615
2013,8,201308,Brisbane,Townsville,Brisbane - Townsville,278,378.5076923
2013,8,201308,Brisbane,Newcastle,Brisbane - Newcastle,138,187.8923077
2013,8,201308,Broome,Perth,Broome - Perth,498,678.0461538
2013,8,201308,Bundaberg,Brisbane,Bundaberg - Brisbane,268,364.8923077
2013,8,201308,Cairns,Gold Coast,Cairns - Gold Coast,198,269.5846154
2013,8,201308,Cairns,Melbourne,Cairns - Melbourne,269.9,367.4792308
2013,8,201308,Cairns,Sydney,Cairns - Sydney,199.9,272.1715385
2013,8,201308,Cairns,Townsville,Cairns - Townsville,178,242.3538462
2013,8,201308,Canberra,Melbourne,Canberra - Melbourne,258,351.2769231
2013,8,201308,Canberra,Sydney,Canberra - Sydney,210.01,285.9366923
2013,8,201308,Coffs Harbour,Sydney,Coffs Harbour - Sydney,79.9,108.7869231
2013,8,201308,Darwin,Melbourne,Darwin - Melbourne,518,705.2769231
2013,8,201308,Darwin,Perth,Darwin - Perth,538,732.5076923
2013,8,201308,Darwin,Sydney,Darwin - Sydney,378,514.6615385
2013,8,201308,Devonport,Melbourne,Devonport - Melbourne,320,435.6923077
2013,8,201308,Dubbo,Sydney,Dubbo - Sydney,273.59,372.5033077
2013,8,201308,Geraldton,Perth,Geraldton - Perth,290,394.8461538
2013,8,201308,Gold Coast,Sydney,Gold Coast - Sydney,79.9,108.7869231
2013,8,201308,Hamilton Island,Sydney,Hamilton Island - Sydney,358,487.4307692
2013,8,201308,Hobart,Melbourne,Hobart - Melbourne,79.9,108.7869231
2013,8,201308,Hobart,Sydney,Hobart - Sydney,178,242.3538462
2013,8,201308,Kalgoorlie,Perth,Kalgoorlie - Perth,424,577.2923077
2013,8,201308,Karratha,Perth,Karratha - Perth,530,721.6153846
2013,8,201308,Launceston,Melbourne,Launceston - Melbourne,108,147.0461538
2013,8,201308,Launceston,Sydney,Launceston - Sydney,118,160.6615385
2013,8,201308,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,219.9,299.4023077
2013,8,201308,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,242.3538462
2013,8,201308,Melbourne,Gold Coast,Melbourne - Gold Coast,129.9,176.8638462
2013,8,201308,Melbourne,Mildura,Melbourne - Mildura,198,269.5846154
2013,8,201308,Melbourne,Perth,Melbourne - Perth,304.9,415.1330769
2013,8,201308,Melbourne,Sydney,Melbourne - Sydney,119.9,163.2484615
2013,8,201308,Melbourne,Newcastle,Melbourne - Newcastle,168,228.7384615
2013,8,201308,Paraburdoo,Perth,Paraburdoo - Perth,614,835.9846154
2013,8,201308,Perth,Newman,Perth - Newman,572,778.8
2013,8,201308,Perth,Port Hedland,Perth - Port Hedland,572,778.8
2013,8,201308,Perth,Sydney,Perth - Sydney,398,541.8923077
2013,8,201308,Port Macquarie,Sydney,Port Macquarie - Sydney,210,285.9230769
2013,8,201308,Sydney,Tamworth,Sydney - Tamworth,253,344.4692308
2013,8,201308,Sydney,Townsville,Sydney - Townsville,270,367.6153846
2013,8,201308,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,310.5941538
2013,8,201308,Newcastle,Gold Coast,Newcastle - Gold Coast,138,187.8923077
2013,9,201309,Adelaide,Brisbane,Adelaide - Brisbane,365,496.9615385
2013,9,201309,Adelaide,Canberra,Adelaide - Canberra,488,664.4307692
2013,9,201309,Adelaide,Darwin,Adelaide - Darwin,658,895.8923077
2013,9,201309,Adelaide,Gold Coast,Adelaide - Gold Coast,568,773.3538462
2013,9,201309,Adelaide,Melbourne,Adelaide - Melbourne,164.9,224.5176923
2013,9,201309,Adelaide,Perth,Adelaide - Perth,408,555.5076923
2013,9,201309,Adelaide,Port Lincoln,Adelaide - Port Lincoln,219.89,299.3886923
2013,9,201309,Adelaide,Sydney,Adelaide - Sydney,198,269.5846154
2013,9,201309,Albury,Sydney,Albury - Sydney,229.59,312.5956154
2013,9,201309,Alice Springs,Darwin,Alice Springs - Darwin,677,921.7615385
2013,9,201309,Armidale,Sydney,Armidale - Sydney,366,498.3230769
2013,9,201309,Avalon,Brisbane,Avalon - Brisbane,208,283.2
2013,9,201309,Avalon,Sydney,Avalon - Sydney,138,187.8923077
2013,9,201309,Ayers Rock,Sydney,Ayers Rock - Sydney,689,938.1
2013,9,201309,Ballina,Sydney,Ballina - Sydney,118,160.6615385
2013,9,201309,Brisbane,Cairns,Brisbane - Cairns,238,324.0461538
2013,9,201309,Brisbane,Canberra,Brisbane - Canberra,344,468.3692308
2013,9,201309,Brisbane,Darwin,Brisbane - Darwin,478,650.8153846
2013,9,201309,Brisbane,Emerald,Brisbane - Emerald,200,272.3076923
2013,9,201309,Brisbane,Gladstone,Brisbane - Gladstone,200,272.3076923
2013,9,201309,Brisbane,Hamilton Island,Brisbane - Hamilton Island,482,656.2615385
2013,9,201309,Brisbane,Mackay,Brisbane - Mackay,160,217.8461538
2013,9,201309,Brisbane,Melbourne,Brisbane - Melbourne,219.9,299.4023077
2013,9,201309,Brisbane,Moranbah,Brisbane - Moranbah,330,449.3076923
2013,9,201309,Brisbane,Mount Isa,Brisbane - Mount Isa,712,969.4153846
2013,9,201309,Brisbane,Perth,Brisbane - Perth,478,650.8153846
2013,9,201309,Brisbane,Proserpine,Brisbane - Proserpine,208,283.2
2013,9,201309,Brisbane,Rockhampton,Brisbane - Rockhampton,202,275.0307692
2013,9,201309,Brisbane,Roma,Brisbane - Roma,305,415.2692308
2013,9,201309,Brisbane,Sydney,Brisbane - Sydney,139.9,190.4792308
2013,9,201309,Brisbane,Townsville,Brisbane - Townsville,288,392.1230769
2013,9,201309,Brisbane,Newcastle,Brisbane - Newcastle,118,160.6615385
2013,9,201309,Broome,Perth,Broome - Perth,548,746.1230769
2013,9,201309,Bundaberg,Brisbane,Bundaberg - Brisbane,316,430.2461538
2013,9,201309,Cairns,Gold Coast,Cairns - Gold Coast,218,296.8153846
2013,9,201309,Cairns,Melbourne,Cairns - Melbourne,449.9,612.5561538
2013,9,201309,Cairns,Sydney,Cairns - Sydney,269.9,367.4792308
2013,9,201309,Cairns,Townsville,Cairns - Townsville,200,272.3076923
2013,9,201309,Canberra,Melbourne,Canberra - Melbourne,332,452.0307692
2013,9,201309,Canberra,Sydney,Canberra - Sydney,258,351.2769231
